No,ANCHOR,TENANT,Site ID DMT,Project ID Actual,Tower Owner,Site ID Tenant,Site Name Owner,Site Name Actual,Address,City,Province,Longitude,Latitude,Site Source,Last Survey Audit,NPA,Name Of Tenant,Count Number Of Tenant,Tenant Start Lease,Tenant End Lease,Tenant Rental Price/Month,Class Of Service,Site Type,longitude_decimal,latitude_decimal
5226,ANCHOR,TENANT,NGW-07-051,21XL02B0666,MITRATEL,JAW-JI-NGW-3660,WIDODAREN_SEKARPUTIH,WIDODAREN_SEKARPUTIH,Kenongorejo RT 03 RW 04 Desa Sekarputih Kec Widodaren Kab Ngawi,Ngawi,Jawa Timur,11126338.0,-744797.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-27 00:00:00,2032-09-26 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.26338,-7.44797
5227,,TENANT,NGW-07-051,24TS08C0005,MITRATEL,EPM038,WIDODAREN_SEKARPUTIH,WIDODAREN_SEKARPUTIH,Kenongorejo RT 03 RW 04 Desa Sekarputih Kec Widodaren Kab Ngawi,Ngawi,Jawa Timur,11126338.0,-744797.0,ORGANIC,2099-12-31,NO,TSEL,2,2024-11-04 00:00:00,2034-11-03 00:00:00,5000000.0,Minimum Maintenance,GREENFIELD,111.26338,-7.44797
5228,ANCHOR,TENANT,NJK-07-060,21XL02B0664,MITRATEL,JAW-JI-NJK-4242,PRAMBON_ROWOHARJO,PRAMBON_ROWOHARJO,Dusun Baleturi RT 004 RW 002 Desa Baleturi Kec Prambon Kab Nganjuk Prop Jawa Timur,Nganjuk,Jawa Timur,1120005.0,-77047.0,ORGANIC,2099-12-31,NO,XL,3,2021-11-17 00:00:00,2032-11-16 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.0005,-7.7047
5229,,TENANT,NJK-07-060,22IS11C0717,MITRATEL,16NJK0151,ROWOHARJO_MT,PRAMBON_ROWOHARJO,Dusun Baleturi RT04/02 Desa Baleturi  Ds Baleturi Prambon Pacitan PACITAN 60235,Nganjuk,Jawa Timur,1120005.0,-77047.0,ORGANIC,2099-12-31,NO,IOH,3,2023-04-01 00:00:00,2025-09-13 00:00:00,12183921.0,Minimum Maintenance,GREENFIELD,112.0005,-7.7047
5230,,TENANT,NJK-07-060,23TS12C0007,MITRATEL,NJK265,PRAMBONROWOHARJO1,PRAMBON_ROWOHARJO,Dusun Baleturi RT.04/02 Desa Baleturi Ds Baleturi Prambon Pacitan,Nganjuk,Jawa Timur,11200025.0,-770456.0,ORGANIC,2099-12-31,NO,TSEL,3,2024-01-31 00:00:00,2034-01-30 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.00025,-7.70456
5231,ANCHOR,TENANT,JBG-07-083,21XL02B0663,MITRATEL,JAW-JI-JBG-4157,GUDO_GODONG,GUDO_GODONG,Dusun Godong 1 RT.01/02 Desa Godong  Ds Godong Gudo Jombang JOMBANG 60235,Jombang,Jawa Timur,11220126.0,-75983.0,ORGANIC,2099-12-31,NO,XL,3,2022-10-26 00:00:00,2032-10-25 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.20126,-7.5983
5232,,TENANT,JBG-07-083,21IS12C0011,MITRATEL,20JMB245,GUDORAYA_JMB,GUDO_GODONG,Dusun Godong 1 RT01/02 Desa Godong  Ds Godong Gudo Jombang JOMBANG 60235,Jombang,Jawa Timur,11220126.0,-75983.0,ORGANIC,2099-12-31,NO,IOH,3,2023-10-01 00:00:00,2026-04-26 00:00:00,11185775.0,Full Maintenance,GREENFIELD,112.20126,-7.5983
5233,,TENANT,JBG-07-083,22TS09C0513,MITRATEL,JMB309,GUDOGODONG2,GUDOGODONG2,Dusun Godong 1 RT01/02 Desa Godong  Ds Godong Gudo Jombang JOMBANG 60235,Jombang,Jawa Timur,11220126.0,-75983.0,ORGANIC,2099-12-31,NO,TSEL,3,2023-04-05 00:00:00,2033-04-04 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.20126,-7.5983
5234,ANCHOR,TENANT,BKL-07-038,21XL02B0661,MITRATEL,JAW-JI-BKL-4309,KLAMPIS_TOLBUK,KLAMPIS_TOLBUK,Tolbuk Laok Tolbuk Klampis  Tolbuk Klampis Bangkalan Bangkalan 60235,Bangkalan,Jawa Timur,112838944.0,-6924806.0,ORGANIC,2099-12-31,NO,XL,3,2021-06-29 00:00:00,2032-06-28 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.838944,-6.924806
5235,,TENANT,BKL-07-038,24TS08C0004,MITRATEL,EPM037,KLAMPIS_TOLBUK,KLAMPIS_TOLBUK,Tolbuk Laok Tolbuk Klampis  Tolbuk Klampis Bangkalan Bangkalan 60235,Bangkalan,Jawa Timur,1128385.0,-6924517.0,ORGANIC,2099-12-31,NO,TSEL,3,2024-10-18 00:00:00,2034-10-17 00:00:00,5000000.0,Minimum Maintenance,GREENFIELD,112.8385,-6.924517
5236,,TENANT,BKL-07-038,24IS12C0445,MITRATEL,16BKN0223,TOLBUK_MT,KLAMPIS_TOLBUK,Tolbuk Laok Tolbuk Klampis  Tolbuk Klampis Bangkalan Bangkalan 60235,Bangkalan,Jawa Timur,11283895.0,-692486.0,ORGANIC,2099-12-31,NO,IOH,3,2025-06-06 00:00:00,2035-06-05 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.83895,-6.92486
5237,ANCHOR,TENANT,TLG-07-066,21XL02B0659,MITRATEL,JAW-JI-TLG-4232,BANDUNG_SINGGIT,BANDUNG_SINGGIT,"Dsn Nglempung RT 003 RW 001 Kel Sukoharjo Kec Bandung Kab Tulungagung, Jawa Timur",Tulungagung,Jawa Timur,111770453.0,-8152367.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-26 00:00:00,2032-09-25 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.770453,-8.152367
5238,,TENANT,TLG-07-066,24TS07C0013,MITRATEL,EPM033,POLE_OLTAG_BANDUNGSINGGIT,BANDUNG_SINGGIT,"Dsn Nglempung RT 003 RW 001 Kel Sukoharjo Kec Bandung Kab Tulungagung, Jawa Timur",Tulungagung,Jawa Timur,111770453.0,-8152367.0,ORGANIC,2099-12-31,NO,TSEL,2,2024-10-18 00:00:00,2034-10-17 00:00:00,5000000.0,Minimum maintenance,GREENFIELD,111.770453,-8.152367
5239,ANCHOR,TENANT,TLG-07-067,21XL02B0657,MITRATEL,JAW-JI-TLG-4238,KALIDAWIR_REJOSARI,KALIDAWIR_REJOSARI,Dusun Krajan RT004 RW001 Desa Rejosari Kec Kalidawir Kab Tulungagung Prov Jawa Timur,Tulungagung,Jawa Timur,11195631.0,-82393.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-26 00:00:00,2032-09-25 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.95631,-8.2393
5240,,TENANT,TLG-07-067,22TS09C0507,MITRATEL,TAG285,KALIDAWIRKALIBATUR2,KALIDAWIRKALIBATUR2,Dusun Krajan RT04/01 Desa Rejosari  Ds Rejosari Kalidawir Tulungagung TULUNGAGUNG 60235,Tulungagung,Jawa Timur,11195631.0,-82393.0,ORGANIC,2099-12-31,NO,TSEL,2,2023-04-05 00:00:00,2033-04-04 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.95631,-8.2393
5241,ANCHOR,TENANT,KNR-07-077,21XL02B0656,MITRATEL,JAW-JI-TLG-4239,PUCANGLABAN_DEMUK,PUCANGLABAN_DEMUK,Dusun Rowo Agung RT003/RW003 Desa Demuk Kec Pucanglaban Kab Tulungagung,Blitar,Jawa Timur,111996342.0,-8196178.0,ORGANIC,2099-12-31,NO,XL,1,2021-09-22 00:00:00,2032-09-21 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.996342,-8.196178
5242,ANCHOR,TENANT,TRK-07-044,21XL02B0649,MITRATEL,JAW-JI-TRK-4256,TUGU_PRAMBON,TUGU_PRAMBON,Dusun Pakel RT 032 RW 006 Kel Desa Prambon Kec Tugu Kab Trenggalek Prov Jawa Timur,Trenggalek,Jawa Timur,111670275.0,-8007972.0,ORGANIC,2099-12-31,NO,XL,1,2022-10-13 00:00:00,2032-10-12 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.670275,-8.007972
5243,ANCHOR,TENANT,TRK-07-045,21XL02B0648,MITRATEL,JAW-JI-TRK-4257,KARANGAN_JATI,KARANGAN_JATI,"Jl Raya Karangan RT27/RW08 Jabung Jati, Kec Karangan, Kab Trenggalek, Provinsi Jawa Timur",Trenggalek,Jawa Timur,111653203.0,-8095.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-26 00:00:00,2032-09-25 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.653203,-8.095
5244,,TENANT,TRK-07-045,21TS11C0187,MITRATEL,TGK150,JATIKARANGAN,KARANGAN_JATI,"Jl. Raya Karangan RT.27/RW.08 Jabung Jati, Kec. Karangan, Kab. Trenggalek, Provinsi Jawa Timur",Trenggalek,Jawa Timur,111653203.0,-8095.0,ORGANIC,2099-12-31,NO,TSEL,2,2021-10-15 00:00:00,2031-10-14 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.653203,-8.095
5245,ANCHOR,TENANT,TRK-07-046,21XL02B0647,MITRATEL,JAW-JI-TRK-4259,PULE_TANGGARAN,PULE_TANGGARAN,"Dusun Ndilem RT 015 RW 004 Kel / Desa Tanggaran Kec Pule Kab Trenggalek, Jawa Timur",Trenggalek,Jawa Timur,111545561.0,-8086328.0,ORGANIC,2099-12-31,NO,XL,2,2022-08-22 00:00:00,2032-08-21 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.545561,-8.086328
5246,,TENANT,TRK-07-046,24TS01C0011,MITRATEL,TGK241,PULETANGGARAN2,PULE_TANGGARAN,"Dusun Ndilem RT 015 RW 004 Kel / Desa Tanggaran Kec Pule Kab Trenggalek, Jawa Timur",Trenggalek,Jawa Timur,11154515.0,-8086.0,ORGANIC,2099-12-31,NO,TSEL,2,2024-07-17 00:00:00,2034-07-16 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.54515,-8.086
5247,ANCHOR,TENANT,KNR-07-078,21XL02B0646,MITRATEL,JAW-JI-TLG-4240,PUCANGLABAN_DEMUK,PUCANGLABAN_DEMUK,Dusun Kasrepan RT002 RW001 Desa Denuk Kec Pucanglaban Kab Tulungagung Prov Jawa Tengah,Blitar,Jawa Timur,112018728.0,-8181439.0,ORGANIC,2099-12-31,NO,XL,1,2021-09-21 00:00:00,2032-09-20 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.018728,-8.181439
5248,ANCHOR,TENANT,KPN-07-210,21XL02B0819,MITRATEL,JAW-JI-MLG-4299,KEDUNGKANDANG_KEDUNGKANDANG,KEDUNGKANDANG_KEDUNGKANDANG,"Jl KH Muhammad Rowi Rt005 Rw005 Kel Kedungkandang Kec Kedungkandang, Kota Malang","Malang, Kota",Jawa Timur,112661519.0,-8001431.0,ORGANIC,2099-12-31,NO,XL,1,2022-09-28 00:00:00,2032-09-27 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.661519,-8.001431
5249,ANCHOR,TENANT,JBG-07-084,21XL02B0822,MITRATEL,0,KESAMBEN_PODOROTO,KESAMBEN_PODOROTO,"Dsn Garu RT 15 RW 03, Desa Podoroto, Kec Kesamben, Kab Jombang",Jombang,Jawa Timur,112319194.0,-7457167.0,ORGANIC,2099-12-31,NO,XL,1,2021-12-27 00:00:00,2032-12-26 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.319194,-7.457167
5250,ANCHOR,TENANT,JBG-07-085,21XL02B0536,MITRATEL,JAW-JI-JBG-4162,PLANDAAN_TONDOWULAN,PLANDAAN_TONDOWULAN,DsnNgemplak RT18/03 Desa Tondowulan  Ds Trondowulan Plandaan Jombang JOMBANG 60235,Jombang,Jawa Timur,112197995.0,-7427614.0,ORGANIC,2099-12-31,NO,XL,3,2021-09-05 00:00:00,2032-09-04 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.197995,-7.427614
5251,,TENANT,JBG-07-085,22TS06C0036,MITRATEL,JMB252,PLANDAANTONDOWULAN1 ,PLANDAANTONDOWULAN1 ,"Dsn. Ngemplak Rt.18/Rw.03 Ds. Tondowulan, Kec. Plandaan, Kab. Jombang",Jombang,Jawa Timur,112197995.0,-7427614.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-12-19 00:00:00,2032-12-18 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.197995,-7.427614
5252,,TENANT,JBG-07-085,22SF06C0508,MITRATEL,ZSBY_2576,PLANDAAN_TONDOWULAN,PLANDAAN_TONDOWULAN,Dsn.Ngemplak RT.18/03 Desa Tondowulan  Ds Trondowulan Plandaan Jombang JOMBANG 60235,Jombang,Jawa Timur,112197995.0,-7427614.0,ORGANIC,2099-12-31,NO,SMART,3,2022-10-11 00:00:00,2027-10-10 00:00:00,10000000.0,Full Maintenance,GREENFIELD,112.197995,-7.427614
5253,ANCHOR,TENANT,NJK-07-061,21XL02B0669,MITRATEL,JAW-JI-NJK-4239,GONDANG_CAMPUR,GONDANG_CAMPUR,Dsn Balong Glagah RT 002 RW 008 Ds Campur KecGondang Kabupaten Nganjuk,Nganjuk,Jawa Timur,111953075.0,-7546192.0,ORGANIC,2099-12-31,NO,XL,1,2021-09-22 00:00:00,2032-09-21 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.953075,-7.546192
5254,ANCHOR,TENANT,BKL-07-039,21XL02B0700,MITRATEL,JAW-JI-BKL-4308,TRAGAH_BANYUBESIH,TRAGAH_BANYUBESIH,Dsn Bijjanan Desa Banyubesih  Ds Banyubesih Tragah Bangkalan Bangkalan 60235,Bangkalan,Jawa Timur,112826122.0,-7085842.0,ORGANIC,2099-12-31,NO,XL,1,2021-07-18 00:00:00,2032-07-17 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.826122,-7.085842
5255,ANCHOR,TENANT,NGW-07-052,21XL02B0698,MITRATEL,JAW-JI-NGW-3658,PARON_TEMPURAN,PARON_TEMPURAN,"Dusun Jegolan RT 01 RW 13 Desa Tempuran Kecamatan Paron Kab Ngawi, Jawa Timur",Ngawi,Jawa Timur,111395011.0,-7467775.0,ORGANIC,2099-12-31,NO,XL,1,2021-09-28 00:00:00,2032-09-27 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.395011,-7.467775
5256,ANCHOR,TENANT,NGW-07-053,21XL02B0696,MITRATEL,JAW-JI-NGW-3661,BRINGIN_DERO,BRINGIN_DERO,Dusun Tegal Duwur RT005 RW001 Desa Dero Kec Bringin Kab Ngawi Prov Jawa Timur,Ngawi,Jawa Timur,111560919.0,-7419867.0,ORGANIC,2099-12-31,NO,XL,2,2022-09-26 00:00:00,2032-09-25 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.560919,-7.419867
5257,,TENANT,NGW-07-053,22IS11C0721,MITRATEL,16NWI0141,DERO_MT,BRINGIN_DERO,Dusun Tegal Duwur RT05 RW01  Ds Bero Bringin Ngawi NGAWI 60235,Ngawi,Jawa Timur,111560919.0,-7419867.0,ORGANIC,2099-12-31,NO,IOH,2,2023-04-01 00:00:00,2026-11-10 00:00:00,10899661.0,Minimum Maintenance,GREENFIELD,111.560919,-7.419867
5258,ANCHOR,TENANT,JBG-07-086,21XL02B0695,MITRATEL,JAW-JI-JBG-4161,NGUSIKAN_KETAPANGKUNING,NGUSIKAN_KETAPANGKUNING,Jl Ketapangkuning RT000 RW000 Desa Ketapangkuning Kecamatan Ngusikan Jombang JawaTimur,Jombang,Jawa Timur,112330628.0,-7435386.0,ORGANIC,2099-12-31,NO,XL,2,2022-09-07 00:00:00,2032-09-06 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.330628,-7.435386
5259,,TENANT,JBG-07-086,22TS06C0035,MITRATEL,JMB255,NGUSIKANKETAPANG KUNING1 ,NGUSIKANKETAPANG KUNING1 ,"Dsn. Simowau Rt.01/Rw.01 Ds. Ketapang Kuning, Kec. Ngusikan, Kab. Jombang",Jombang,Jawa Timur,112330628.0,-7435386.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-12-19 00:00:00,2032-12-18 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.330628,-7.435386
5260,ANCHOR,TENANT,MJK1-07-069,21XL02B0694,MITRATEL,0,DAWARBLANDONG_BRAYUBLANDONG,DAWARBLANDONG_BRAYUBLANDONG,Desa Brayublandong Kec Dawar Balndong Kab Mojokerto Prop Jawa Timur,Mojokerto,Jawa Timur,112455653.0,-7348519.0,ORGANIC,2099-12-31,NO,XL,1,2021-12-05 00:00:00,2032-12-04 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.455653,-7.348519
5261,ANCHOR,TENANT,JMR-07-130,21XL02B0692,MITRATEL,JAW-JI-JMR-5106,PUGER_MLOKOREJO,PUGER_MLOKOREJO,Dusun Gadungan Rt.002 Rw.013 Desa Kasiyan Kec. Puger Kab. Jember - Jatim,Jember,Jawa Timur,113455306.0,-8326347.0,ORGANIC,2099-12-31,NO,XL,2,2021-08-19 00:00:00,2032-08-18 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,113.455306,-8.326347
5262,,TENANT,JMR-07-130,23TS12C0001,MITRATEL,JBR586,MLOKOREJOPUGER,PUGER_MLOKOREJO,Dusun Gadungan RT.02/13 Desa Kasiyan Ds Kasiyan Puger Jember,Jember,Jawa Timur,113455751.0,-8325754.0,ORGANIC,2099-12-31,NO,TSEL,2,2024-02-13 00:00:00,2034-02-12 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,113.455751,-8.325754
5263,ANCHOR,TENANT,NGW-07-054,21XL02B0691,MITRATEL,JAW-JI-NGW-3664,WIDODAREN_SEKARALAS,WIDODAREN_SEKARALAS,Sekaralas RT 04 RW 02 Kecamatan Widodaren Kabupaten Ngawi,Ngawi,Jawa Timur,11122787.0,-744751.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-27 00:00:00,2032-09-26 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.22787,-7.44751
5264,,TENANT,NGW-07-054,22TS09C0514,MITRATEL,NWI240,WIDODARENSEKAR ALAS1,WIDODARENSEKAR ALAS1,Sekaralas RT04/02 KecWidodaren  Sekaralas Widodaren Ngawi NGAWI 60235,Ngawi,Jawa Timur,11122787.0,-744751.0,ORGANIC,2099-12-31,NO,TSEL,2,2023-04-05 00:00:00,2033-04-04 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.22787,-7.44751
5265,ANCHOR,TENANT,JMR-07-131,21XL02B0690,MITRATEL,JAW-JI-JMR-5110,SEMBORO_SIDOMULYO,SEMBORO_SIDOMULYO,Dusun Rowotengu RT001 RW006 Desa Sidomulyo Kec Semboro Kab Jember Prov Jawa Timur,Jember,Jawa Timur,113423886.0,-8174731.0,ORGANIC,2099-12-31,NO,XL,2,2022-09-23 00:00:00,2032-09-22 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,113.423886,-8.174731
5266,,TENANT,JMR-07-131,24TS10C0006,MITRATEL,JBR301,PONDOKDALEMDMT,SEMBORO_SIDOMULYO,Dusun Rowotengu RT001 RW006 Desa Sidomulyo Kec Semboro Kab Jember Prov Jawa Timur,Jember,Jawa Timur,11342405.0,-817455.0,ORGANIC,2099-12-31,NO,TSEL,2,00:00:00,00:00:00,0.0,Minimum Maintenance,GREENFIELD,113.42405,-8.17455
5267,ANCHOR,TENANT,JMR-07-132,21XL02B0689,MITRATEL,JAW-JI-JMR-5107,TEMPUREJO_TEMPUREJO,TEMPUREJO_TEMPUREJO,Dusun Karanganyar RT 004 RW 016 Desa Tempurejo Kec Tempurejo Kab Jember Prop Jawa Timur,Jember,Jawa Timur,113706814.0,-8287967.0,ORGANIC,2099-12-31,NO,XL,1,2021-12-01 00:00:00,2032-11-30 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,113.706814,-8.287967
5268,ANCHOR,TENANT,JMR-07-133,21XL02B0688,MITRATEL,0,SUMBERBARU_YOSORATI,SUMBERBARU_YOSORATI,Dusun Sumberjo RT.001 RW.033 Desa Yosorati Kec. Sumber Baru Kab. Jember,Jember,Jawa Timur,113384639.0,-8152875.0,ORGANIC,2099-12-31,NO,XL,1,2021-12-07 00:00:00,2032-12-06 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,113.384639,-8.152875
5269,ANCHOR,TENANT,NGW-07-055,21XL02B0686,MITRATEL,JAW-JI-NGW-3662,PADAS_PACING,PADAS_PACING,Pancuran RT 03 RW 04 Desa Pacing Kecamatan Padas Kabupaten Ngawi,Ngawi,Jawa Timur,111530617.0,-7408808.0,ORGANIC,2099-12-31,NO,XL,2,2022-09-26 00:00:00,2032-09-25 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.530617,-7.408808
5270,,TENANT,NGW-07-055,22TS09C0510,MITRATEL,NWI248,KASREMANKASREMAN2,KASREMANKASREMAN2,Pancuran RT03 RW04 Desa Pacing  Ds Pacing Padas Ngawi NGAWI 60235,Ngawi,Jawa Timur,111530617.0,-7408808.0,ORGANIC,2099-12-31,NO,TSEL,2,2023-04-07 00:00:00,2033-04-06 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.530617,-7.408808
5271,ANCHOR,TENANT,NGW-07-056,21XL02B0685,MITRATEL,JAW-JI-NGW-3663,KASREMAN_GUNUNGSARI,KASREMAN_GUNUNGSARI,Desa Gunungsari RT 03 RW 04 Kec Kasreman Kab Ngawi Prov Jawa Timur,Ngawi,Jawa Timur,111538442.0,-7373675.0,ORGANIC,2099-12-31,NO,XL,1,2021-10-07 00:00:00,2032-10-06 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.538442,-7.373675
5272,ANCHOR,TENANT,JBG-07-087,21XL02B0678,MITRATEL,JAW-JI-JBG-4159,BARENG_TEBEL,BARENG_TEBEL,"Dusun Larangan RT 01 RW 01, Desa Tebel,Kec Bareng, Kab Jombang",Jombang,Jawa Timur,11226059.0,-765815.0,ORGANIC,2099-12-31,NO,XL,3,2021-10-03 00:00:00,2032-10-02 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.26059,-7.65815
5273,,TENANT,JBG-07-087,22IS03C0069,MITRATEL,20JMB246,BARENG_JMB,BARENG_TEBEL,"Dusun Larangan RT. 01 RW. 01, Desa Tebel,Kec. Bareng, Kab. Jombang",Jombang,Jawa Timur,11226059.0,-765815.0,ORGANIC,2099-12-31,NO,IOH,3,2023-10-01 00:00:00,2026-04-09 00:00:00,11185775.0,Full Maintenance,GREENFIELD,112.26059,-7.65815
5274,,TENANT,JBG-07-087,22TS09C0508,MITRATEL,JMB310,NGOROKERTOREJO1,NGOROKERTOREJO1,DSN LARANGAN RT.01/01 Desa Tebel  Ds Tebel Bareng Jombang JOMBANG 60235,Jombang,Jawa Timur,11226059.0,-765815.0,ORGANIC,2099-12-31,NO,TSEL,3,2023-04-05 00:00:00,2033-04-04 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,112.26059,-7.65815
5275,ANCHOR,TENANT,TLG-07-068,21XL02B0676,MITRATEL,JAW-JI-TLG-4236,TANGGUNGGUNUNG_KRESIKAN,TANGGUNGGUNUNG_KRESIKAN,dsn kemiri rt 003/rw 002 desa /kel : kresikan kectanggunggunung kab Tulungagung,Tulungagung,Jawa Timur,11191085.0,-822654.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-22 00:00:00,2032-09-21 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.91085,-8.22654
5276,,TENANT,TLG-07-068,22TS09C0511,MITRATEL,TAG284,TANGGUNG GUNUNGKRESIKAN1,TANGGUNG GUNUNGKRESIKAN1,Dsn Kemiri RT03/02 Desa/KelKresikan  Ds Kresikan Tanggunggunung Tulungagung TULUNGAGUNG 60235,Tulungagung,Jawa Timur,11191085.0,-822654.0,ORGANIC,2099-12-31,NO,TSEL,2,2023-04-05 00:00:00,2033-04-04 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.91085,-8.22654
5277,ANCHOR,TENANT,TLG-07-069,21XL02B0675,MITRATEL,JAW-JI-TLG-4237,TANGGUNGGUNUNG_JENGGLUNGHARJO,TANGGUNGGUNUNG_JENGGLUNGHARJO,Jengglung RT 02 RW 04 Desa Jengglungharjo Kec Tanggung Gungung Kab Tulungagung Prov Jawa Barat,Tulungagung,Jawa Timur,11189975.0,-82481.0,ORGANIC,2099-12-31,NO,XL,2,2021-09-26 00:00:00,2032-09-25 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.89975,-8.2481
5278,,TENANT,TLG-07-069,25TS03C0006,MITRATEL,TAG070,KRESIKANRELOC,TANGGUNGGUNUNG_JENGGLUNGHARJO,Jengglung RT 02 RW 04 Desa Jengglungharjo Kec Tanggung Gungung Kab Tulungagung Prov Jawa Barat,Tulungagung,Jawa Timur,11189975.0,-82481.0,ORGANIC,2099-12-31,NO,TSEL,2,,,,Minimum Maintenance,GREENFIELD,111.89975,-8.2481
5279,ANCHOR,TENANT,MJK1-07-070,21XL02B0674,MITRATEL,0,KEMLAGI_MOJOKUSUMO,KEMLAGI_MOJOKUSUMO,"Kajangan Kidul, Mojokusumo, Kec Kemlagi, Mojokerto, Jawa Timur",Mojokerto,Jawa Timur,112384003.0,-7413364.0,ORGANIC,2099-12-31,NO,XL,2,2021-12-05 00:00:00,2032-12-04 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,112.384003,-7.413364
5280,,TENANT,MJK1-07-070,22IS11C0705,MITRATEL,16MJK0200,MOJOKUSUMO_MT,KEMLAGI_MOJOKUSUMO,Dusun Slempit RT 005 RW 004 Desa Mojokus  Mojokusumo Kemlagi Mojokerto Mojokerto 60235,Mojokerto,Jawa Timur,112384003.0,-7413364.0,ORGANIC,2099-12-31,NO,IOH,2,2023-10-01 00:00:00,2025-12-03 00:00:00,11685775.0,Minimum Maintenance,GREENFIELD,112.384003,-7.413364
5281,ANCHOR,TENANT,NJK-07-062,21XL02B0670,MITRATEL,JAW-JI-NJK-4238,REJOSO_MLORAH,REJOSO_MLORAH,"JL WILIS NO 57 DS SUGIH WARAS RT/RW 001/002 ,DESA MLORAH ,KECAMATAN REJOSO, KABUPATEN NGANJUK , PROPINSI JAWA TIMUR",Nganjuk,Jawa Timur,1119114.0,-75476.0,ORGANIC,2099-12-31,NO,XL,1,2021-09-22 00:00:00,2032-09-21 00:00:00,13000000.0,Minimum Maintenance,GREENFIELD,111.9114,-7.5476
5282,ANCHOR,TENANT,NGW-07-057,21TS02B4358,MITRATEL,NWI216,TEMPURANPARON3,TEMPURANPARON3,Dsn. Bendo RT.10/10 Desa Tempuran  Ds Tempuran Paron Ngawi Ngawi 60235,Ngawi,Jawa Timur,11138438.0,-7465.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-06-14 00:00:00,2031-06-13 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.38438,-7.465
5283,,TENANT,NGW-07-057,21IS11C0538,MITRATEL,20NWI156,PASARBENDO_NWI,TEMPURANPARON3,Dsn. Bendo RT.10/10 Desa Tempuran  Ds Tempuran Paron Ngawi Ngawi 60235,Ngawi,Jawa Timur,11138438.0,-7465.0,ORGANIC,2099-12-31,NO,IOH,2,2023-10-01 00:00:00,2025-11-06 00:00:00,11685775.0,Full Maintenance,GREENFIELD,111.38438,-7.465
